房号,建筑面积,建筑面积单价,套内面积,套内面积单价,总售价,销售状况,备注
5号楼2F,88.32,46263.58,65.31,62563.16,4086000.00,在售,5号楼3F
88.32,46320.19,65.31,62639.71,4091000.00,在售,5号楼4F,88.32
46376.81,65.31,62716.27,4096000.00,在售,5号楼5F,88.32,46422.10
65.31,62777.52,4100000.00,在售,5号楼6F,88.32,46478.71,65.31
62854.08,4105000.00,在售
5号楼7F,88.32,46750.45,65.31,63221.55,4129000.00,在售,5号楼8F
88.32,47022.19,65.31,63589.03,4153000.00,在售,5号楼9F,88.32
47282.60,65.31,63941.20,4176000.00,在售,5号楼10F,88.54,47560.42
65.50,64290.07,4211000.00,在售,5号楼11F,88.54,47718.54,65.50
64503.81,4225000.00,在售
5号楼12F,88.54,47876.66,65.50,64717.55,4239000.00,在售,5号楼13F
88.54,48034.78,65.50,64931.29,4253000.00,在售,5号楼14F,88.54
48204.20,65.50,65160.30,4268000.00,在售,5号楼15F,88.54,48260.67
65.50,65236.64,4273000.00,在售,5号楼16F,88.54,48305.85,65.50
65297.70,4277000.00,在售
5号楼17F,88.54,48362.32,65.50,65374.04,4282000.00,在售,5号楼18F
88.54,48633.38,65.50,65740.45,4306000.00,在售,5号楼19F,88.54
48904.44,65.50,66106.87,4330000.00,在售,5号楼20F,88.77,49172.01
65.68,66458.58,4365000.00,在售,5号楼21F,88.77,49442.37,65.68
66823.99,4389000.00,在售
5号楼22F,88.77,49712.74,65.68,67189.40,4413000.00,在售,5号楼23F
88.77,49757.80,65.68,67250.30,4417000.00,在售,5号楼24F,88.77
49814.12,65.68,67326.43,4422000.00,在售,5号楼25F,88.77,49870.45
65.68,67402.55,4427000.00,在售,5号楼26F,88.77,49926.77,65.68
67478.68,4432000.00,在售
5号楼27F,88.77,49971.83,65.68,67539.58,4436000.00,在售,5号楼28F
88.77,50568.88,65.68,68346.52,4489000.00,在售,5号楼29F,88.77
51154.66,65.68,69138.24,4541000.00,在售,5号楼30F,88.95,51208.54
65.82,69203.88,4555000.00,在售,5号楼31F,88.95,51264.75,65.82
69279.85,4560000.00,在售
5号楼32F,88.95,51320.96,65.82,69355.81,4565000.00,在售,5号楼33F
88.95,51377.17,65.82,69431.78,4570000.00,在售,5号楼34F,88.95
51433.38,65.82,69507.74,4575000.00,在售,5号楼35F,88.95,51703.20
65.82,69872.37,4599000.00,在售,5号楼36F,88.95,51961.77,65.82
70221.81,4622000.00,在售
5号楼37F,88.95,52231.59,65.82,70586.44,4646000.00,在售,5号楼38F
88.95,52501.40,65.82,70951.07,4670000.00,在售,5号楼39F,88.95
52456.43,65.82,70890.30,4666000.00,在售,5号楼2E,88.32,46195.65
65.31,62471.29,4080000.00,在售,5号楼3E,88.32,46252.26,65.31
62547.84,4085000.00,在售
5号楼4E,88.32,46308.87,65.31,62624.40,4090000.00,在售,5号楼5E
88.32,46354.16,65.31,62685.65,4094000.00,在售,5号楼6E,88.32
46410.77,65.31,62762.21,4099000.00,在售,5号楼7E,88.32,46682.51
65.31,63129.68,4123000.00,在售,5号楼8E,88.32,46954.25,65.31
63497.16,4147000.00,在售
5号楼9E,88.32,47214.67,65.31,63849.33,4170000.00,在售,5号楼10E
88.54,47492.65,65.50,64198.47,4205000.00,在售,5号楼11E,88.54
47650.77,65.50,64412.21,4219000.00,在售,5号楼12E,88.54,47808.89
65.50,64625.95,4233000.00,在售,5号楼13E,88.54,47978.31,65.50
64854.96,4248000.00,在售
5号楼14E,88.54,48136.43,65.50,65068.70,4262000.00,在售,5号楼15E
88.54,48192.90,65.50,65145.03,4267000.00,在售,5号楼16E,88.54
48238.08,65.50,65206.10,4271000.00,在售,5号楼17E,88.54,48294.55
65.50,65282.44,4276000.00,在售,5号楼18E,88.54,48565.62,65.50
65648.85,4300000.00,在售
5号楼19E,88.54,48836.68,65.50,66015.26,4324000.00,在售,5号楼20E
88.77,49104.42,65.68,66367.23,4359000.00,在售,5号楼21E,88.77
49374.78,65.68,66732.64,4383000.00,在售,5号楼22E,88.77,49645.15
